Actor_User_Luid,Document_Index_generated,Endpoint_Name,Event_Outcome,Event_Outcome_Reason,Event_Time,Initiating_User_Id,Initiating_User_Luid,initiatingUserEmail,licensingRoleName,Ip_Address,Method,Referrer,Request_Id,Request_Uri,Service_Name,Session_Id,Site_Luid,Site_Name,Site_Uri,Trace_Uuid,User_Agent,View_Id,View_Name,View_Repo_Url,Vizql_Session_Id,Workbook_Id,Workbook_Name,Duration,Number_of_Records_per_vizqlserver,Workbook_Revision
cac57a8e-663c-42d1-86e8-22dfbe4e2e39,33805,/dataserver/query,Failed,Permission Denied,2025-03-30T18:03:39,15,b5ef5799-bc6a-48c3-b2b4-d85385088574,nelsonshelia@hotmail.com,Explorer,152.183.73.186,GET,http://www.moore-hodge.info/search.htm,844df087-539e-448e-bdcc-1c8b655fd2c2,posts,backgrounder,b6d42988-890b-426c-accd-975872025a7d,ecd28751-3e3a-4ec1-9d86-9e52762e572b,mack.info,television-matter,f4031291-dcdf-47dc-b5a2-9724b6ed871c,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0),659bc523-5a3e-4ee5-bf29-b4a754d36dd1,Switchable human-resource neural-net,http://miller-scott.info/posts/tag/main/login.asp,00f3a0d3-f1a1-475d-9712-535fe8e9cbb3,9c7c0b53-3644-42e3-982c-2d657c6c4ed3,Synthesize Interactive Users,5781,37,5
d9c8e31b-ed62-47d5-b87b-6a72698edfa0,34696,/workbook/load,Failed,,2025-04-02T12:05:54,69,99b30627-42fa-4581-a930-2dbe60bacb1e,jennifer35@hill-lopez.com,Viewer,36.170.109.40,GET,http://williams.com/list/main/list/main.htm,626a22be-1c2a-4bc1-b89b-80fac9844390,tag/tags/list,dataserver,450d4564-2453-472a-a86d-5f6abeb97836,58533382-1bab-4d92-ae4c-ba4633106a7e,briggs.net,others-oil-behavior,54340c62-dc97-42e3-8bfa-98171fdb2f82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4 rv:5.0; vi-VN) AppleWebKit/532.35.3 (KHTML, like Gecko) Version/4.0.5 Safari/532.35.3",37f6a43c-f926-42fd-96c8-a565fa10ee8e,Versatile transitional firmware,https://gonzales.info/privacy.php,261a00a6-15a9-43cf-969b-43f3381c48b8,6d07ba70-2bc5-4006-99f9-805f456771ab,Incentivize Cross-Platform Models,8945,25,2
0368a2bd-9ac6-42fb-96b8-0b92a2ca1807,51108,/vizql/welcome,Succeeded,Permission Denied,2025-03-09T21:55:19,73,dbb8011f-88f3-4acb-8902-a343926f75b1,jason92@hotmail.com,Viewer,176.183.60.180,GET,https://castro.com/post.jsp,7acea805-969d-4d86-8f59-ee90b4f30b01,category/app,backgrounder,17644ae0-be18-4665-90e7-cf8732b87c51,6c5ef9bc-069e-4cbb-aa13-6c1941170ee9,hanson.info,edge-improve,f75da4a1-a354-4327-b6be-38a074cf8530,Opera/9.78.(X11; Linux i686; nds-NL) Presto/2.9.190 Version/11.00,7cd89d9a-5345-476f-95af-05f032d680fb,Cross-platform dynamic knowledgebase,https://raymond.com/wp-content/category/,28c4dff3-c438-4305-953e-8da9bf6e2bdf,36b01dde-1fd0-4e63-9c3d-c660bb257c66,Deliver Sticky Interfaces,8033,93,3
099f40cc-6e46-47b8-b921-21fa62a23315,64031,/workbook/load,Failed,,2025-03-17T11:32:17,74,cab56ca0-7155-41ce-adf0-bbd987030810,swansontina@hotmail.com,Viewer,155.40.7.46,GET,https://hughes-perez.info/posts/tag/main/about/,3bdcecfc-a188-4294-9bc1-5c93555bad3f,wp-content,vizqlserver,cc7548ff-6192-4c2e-9840-29a5647f04cb,de167699-00c0-4617-824d-c619b0fa277d,martin.com,message-benefit,02855b36-39bb-4600-b838-aab5fff6cd87,Opera/8.65.(Windows CE; ti-ER) Presto/2.9.183 Version/11.00,2a141974-c9cc-43a0-83d5-47fe1a1b4719,Persistent interactive forecast,http://www.sanchez-hutchinson.com/about.html,72e8bd2c-7e32-4fb2-a678-cafcdb476596,c29df8f5-0a37-40f4-95e9-3be5c50c2d5a,Mesh Bleeding-Edge Users,3068,2,6
1f91702f-4edf-4785-b4a9-2c54ecfb0215,78596,/dataserver/query,Succeeded,Invalid Request,2025-03-27T10:22:45,34,7a5337b0-50a9-4a80-bcab-9b9025032e5c,mmorrison@williams-frost.com,Viewer,50.90.174.197,POST,http://www.nguyen.net/,45bd3cff-90b6-4463-9f4c-89052bf19f50,explore,backgrounder,04ebfda3-e7f5-4139-87bd-788a80b35bef,0e10b027-e213-482a-8a78-a5d82f5d8bab,martin.info,environmental,049c3b56-6892-45a3-bb72-84c6ecc1a3e9,"Mozilla/5.0 (Linux; Android 3.2.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/21.0.841.0 Safari/535.1",f7adf7df-c6f0-4c82-b2c6-b01c67342f2e,Re-contextualized cohesive hardware,https://www.day.com/post.php,6f372ae6-d156-42d4-a6c4-26107c915b28,9b4881a3-e0a5-4338-87ea-168f87180c9b,Disintermediate Value-Added Networks,821,34,9
a0499923-a3dd-405f-9de4-1bd31e2d1c28,33460,/workbook/load,Failed,Invalid Request,2025-03-07T03:28:07,82,e155f6c8-15fa-48f8-a9c8-f8b67f6df014,markjones@moore.com,Explorer,83.175.118.222,GET,https://www.williams-clarke.com/explore/category/category.html,0925ba9c-a93a-49b4-a5bc-f8f931652818,categories/categories/list,vizqlserver,7e4a901f-14fb-498b-ba73-2513926fa031,5da0996d-b558-4423-a068-deaf9eae948b,brown-green.com,chair-when-also,3feba680-d64f-4f49-9fd8-c889fff4cb89,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/16.0.833.0 Safari/531.0",5db1f75f-80ae-4009-954b-02d5978482ae,Visionary systematic alliance,http://christian.biz/search/,69360a4b-e7eb-4679-82f3-31405344802b,7496d7cc-a778-4e32-9fab-91eb947e4843,Re-Intermediate Holistic Interfaces,3143,53,10
21a656a1-f3ce-48b5-996d-ff4af67a728e,36916,/workbook/load,Succeeded,,2025-03-05T15:54:57,39,fe20b3fd-aa0e-475a-ac6d-0bcc985161cb,jeremiahlong@gmail.com,Viewer,187.136.164.170,POST,https://torres.com/index.html,5c0248e1-e93b-4bf2-aed1-cac38806d0bf,list/tags/tag,vizqlserver,520013ad-2c3e-49ee-a8d4-19ab34d57c21,77b68185-f0ae-43b7-8d07-8e155d313ad1,long-manning.org,lay-throw-father-ok,3208d03d-3574-4d00-b6cc-4ff61ea3d45b,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; shs-CA) AppleWebKit/535.29.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.29.1",2fd045f4-5754-48b7-a1a9-2f87a9e4be82,Progressive grid-enabled process improvement,http://gray.biz/category/,79536f81-96d7-4845-83c7-7f8c645975dc,aafb687f-e4f7-4c9b-9274-a6d2518db03a,Exploit End-To-End Schemas,404,2,9
3fc07408-1f63-4436-86af-4dd115f6f2c1,15641,/workbook/load,Succeeded,Timeout,2025-03-25T19:00:49,47,a3bf2a05-6295-4708-baca-d69859ae3180,dward@ford-lyons.net,Explorer,125.74.69.255,GET,https://www.matthews.org/blog/homepage/,0470c3c6-d9db-49c4-bd05-4b3a00efa003,list,dataserver,20a75d6e-114a-4672-8255-d069b0d75dc7,8b29edf2-c7be-45c5-b519-9fe2dc1b7fd8,foster-ortiz.net,cost-often,863dda48-042e-410c-a113-8a7897bc6229,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/58.0.801.0 Mobile/76B369 Safari/535.0",5553fc2b-3ff0-4cba-8b08-3ff45830a046,Exclusive fault-tolerant encryption,https://www.smith-conway.com/,5c70a947-69f4-4fef-8844-a627b5f780e4,bbeb0cab-c071-498e-b014-2adf996b9665,Deliver Killer Bandwidth,8775,22,2
dca02d4e-280f-406b-ae44-f02a309ffb8b,15966,/dataserver/query,Failed,Invalid Request,2025-03-16T14:18:03,93,fe2f49d6-6d7b-4546-9de3-64324b8c54ea,watsonmariah@keller-vega.com,Viewer,30.218.101.1,GET,https://sellers-jacobs.com/,190942c1-f939-4158-abcb-31d8a0df02ab,main/list/tag,vizqlserver,4d48d6b2-fa6e-4197-bda6-43c20969a72b,c94037bd-506e-4690-8930-f50eddfcdf55,lopez.com,standard-wear,b195669b-f91d-4ce0-b141-7900a9564721,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/12.8q8401.0 Mobile/99L303 Safari/533.0",0231bad6-fad3-4a29-8270-ef65c780f702,Team-oriented client-driven architecture,https://fowler-robinson.com/author.html,3502cd6b-8a08-4a2f-b4e6-e48a9202f533,4cf8ff17-7788-4d9b-af2b-88fb549b1231,Extend Integrated Experiences,8423,5,7
e54ac116-db08-40d6-a975-cc77bb3d27b5,60395,/dataserver/query,Succeeded,Permission Denied,2025-03-09T12:35:09,53,55b905db-aca9-4bf0-8858-37680fe96533,renee59@yahoo.com,Viewer,82.117.64.96,POST,https://molina-huff.info/,8a20c224-ca2f-4eb7-9ab3-722b49683e32,tags/list/categories,vizqlserver,41eff89b-d9e6-46db-b761-7268c83d45e8,141a086f-b581-4545-b0fe-d8c8c690d402,cook-jones.org,modern-study-share,599cd1d0-4262-4f19-b971-8bd3472c000a,Opera/8.64.(X11; Linux i686; wae-CH) Presto/2.9.178 Version/11.00,0b8a8e63-c929-4a11-b963-db020459ed14,Quality-focused zero-defect portal,https://www.jackson-morrow.biz/homepage.html,9962def0-03de-4987-86d3-42e770f454a1,97f966e1-6b50-4e40-b74b-b1e1111be09e,Matrix B2C Models,5627,96,14
9de66734-3a76-4057-b7d6-84da865f3575,58813,/vizql/welcome,Failed,Timeout,2025-03-10T12:48:42,41,a3fedaf9-ba1c-4bee-a68a-dc1481facf50,rachael15@carson-garner.com,Creator,197.216.34.102,POST,https://www.lindsey-hooper.com/,ca4651c2-37a2-4f73-9264-73dcee909c05,explore/posts,dataserver,0fa207d3-1b9e-4663-bfcb-f70b70f7df8a,c900746d-e999-438b-9e9a-ca652a92cac0,campbell.biz,seven-rise-bar,b3db5d91-2ef3-4059-b972-c7acff729a56,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/53.0.849.0 Safari/533.2",a1f59bee-c163-47cc-b739-aeaa470158b1,Optimized intermediate algorithm,https://www.fry.info/,60e5ebc2-3dc5-46be-8b74-551689ed322b,a058a9e9-4633-4027-9889-cf0b5762d239,Scale Frictionless Paradigms,5572,8,3
d90e0f34-9678-4657-932c-593cc75a17ab,65578,/dataserver/query,Succeeded,Permission Denied,2025-04-01T00:51:25,32,aae1de4c-c3b5-4978-9577-82539713e030,samuel40@green-adams.com,Viewer,196.115.164.137,POST,http://www.rodriguez-bonilla.org/homepage.html,9116172b-93b4-47c7-bf0e-bce40bd26982,explore/posts,backgrounder,7ef48eb7-0dde-49f6-9777-5a0654f41ecf,d0ad2546-ee0a-477e-8ab9-fb54b6facd2c,wilson-reeves.com,child-provide-tend,bb210694-a845-492b-9c81-81bd8cc9cf15,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5 rv:3.0; sd-IN) AppleWebKit/531.36.1 (KHTML, like Gecko) Version/5.0.4 Safari/531.36.1",f3d71a18-d832-4782-9d61-377f2dffbb11,Distributed multimedia framework,http://www.anderson-sanchez.com/privacy/,1d935f25-8a33-4df9-877d-b0b3e8ceb6df,a9efd5ce-7dae-4c82-869f-81f305dc69d3,Productize Frictionless Functionalities,5158,43,8
8f43c3fc-3948-4a77-8a25-8c3890b9e2d5,45574,/vizql/welcome,Failed,Permission Denied,2025-03-19T22:07:15,74,828b9b84-3fa6-4b1f-9cab-2de85bb9c42a,brandon26@washington.org,Viewer,17.8.239.133,GET,http://mason.com/author.php,dbceea80-b7c2-484e-a394-536ec23260ba,main/list,dataserver,bde7252e-b204-4913-a20b-37eccc7e011a,b65c414b-1280-46e2-84d9-c91582bf5b72,elliott.com,heavy-amount,0ab3e849-cc28-48d5-898b-262fcf34802b,Mozilla/5.0 (Android 4.2.2; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,086f960d-1aaa-48ca-abee-d390570a6103,Seamless modular model,http://www.glenn-preston.com/,ca7bbb7f-ec18-44fa-b466-b1119c757a40,bd0fc608-284d-40ec-8246-d2ac5d3a08c0,Enable Wireless Solutions,1373,9,1
93fbedc0-a3fd-4d41-b2a1-646bfbefdb7c,96501,/workbook/load,Succeeded,Invalid Request,2025-03-29T14:22:27,73,e7421461-f2a2-4064-9f4b-787fdb264f52,pcook@hotmail.com,Creator,121.240.118.106,PUT,https://www.stanton.biz/homepage/,fa4d86ce-73d6-47c7-b7f4-de05bdb8a0b6,posts/tag/posts,dataserver,4b07afd6-4735-466e-9de5-ff94bc4a22d5,a4725c26-af44-4650-b82a-b50ab0ad81c6,parker.com,upon-campaign,79722b18-e7e0-4faa-9d50-640d37543f2b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/19.0.882.0 Safari/531.1",dbe5532a-ac86-4a4b-9db0-18d5eabcf478,Digitized context-sensitive concept,https://price-roberson.com/wp-content/index.htm,21500c25-e55b-40dd-b9ed-fb3add81c71a,edeecc6c-81ed-4749-9ab5-0fa484a90a03,Embrace Virtual E-Services,9432,88,15
2b592ea8-c1a9-482d-b37f-04565582e67c,83290,/vizql/welcome,Failed,,2025-03-11T02:24:45,85,15fe1b90-ae4e-441d-842b-c3fd83a3baca,zenglish@hotmail.com,Viewer,128.190.63.108,POST,https://www.williams.net/faq.htm,d4f7f567-f236-4e7c-b504-8bf3e72c4282,tag/posts/app,dataserver,6627a617-2967-40c1-96f3-5fd9fa7db521,1cb57e57-525e-498d-8ef5-302a8cdde107,brown-ayala.info,ready-sure-point,86c1a61b-4d60-4763-a94c-583e6dd06d91,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/31.0.850.0 Safari/531.1",1f987a34-b85b-463d-81bd-22aa29d7874a,Customer-focused optimal protocol,https://thomas.org/,42e457e6-94b3-4daf-8fa9-7f1cadc8baf1,907c662c-c246-4496-b9bf-b5dc3fa923ec,Utilize Open-Source Supply-Chains,7025,59,4
7c6e6131-6700-40fd-a182-60d466a49141,81830,/dataserver/query,Failed,Permission Denied,2025-03-19T01:56:51,86,192438f2-d855-4abf-9049-4451d4ab0793,vflowers@yahoo.com,Viewer,93.21.242.4,PUT,http://watson.info/tag/category.html,453ed147-c851-4ec1-8f18-d269815477b7,blog,vizqlserver,9c2d32c5-4077-4b72-afae-8b54ba57c64b,60fab4e0-4853-4f49-8261-45820d11410a,morgan-wolfe.net,could-phone,8d8f560b-960f-47f6-92ca-867567d3c418,Opera/8.89.(X11; Linux x86_64; nl-AW) Presto/2.9.166 Version/11.00,b168313a-a43b-4c34-836e-5e5451c5b3c8,Versatile national instruction set,https://padilla.com/categories/login/,7afa1491-4293-4b99-9da4-a033b0bdc866,06d672a6-d1c3-4137-a92f-f27fc1259538,Monetize E-Business Functionalities,408,16,11
4e3cf86e-3cd9-45ed-b2ab-b541ac080214,28354,/dataserver/query,Succeeded,,2025-03-11T07:45:26,44,7877042c-2e69-43cc-8e38-2206e64f4a1a,wilsonhannah@johnson.info,Creator,9.236.219.124,GET,http://www.weber-smith.com/explore/explore/tags/index/,d3f84b57-54d1-47b7-bff5-cb7dbc749bfb,category/list,vizqlserver,90fbdf40-3a4f-4488-850d-8c76ee5c87d1,ba770920-37a9-4551-8502-d8fca2fbbfe3,scott.info,off-open-heart,3af5bdb9-436c-4bcc-ad8b-fb844ee4b938,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/20.0.807.0 Safari/533.2",ad537ee7-20f1-4556-92b0-3d8f1d0391b7,Universal analyzing middleware,https://www.burns.com/homepage/,1c6977e7-7b03-4a75-b2b3-1cf5b735b19f,4c8bae98-d663-48a9-b261-a971ca6915f3,Unleash Front-End Initiatives,5839,92,13
69da0131-5c57-4223-9640-b0926851749b,88297,/dataserver/query,Succeeded,Invalid Request,2025-03-30T11:52:56,4,b28201e0-4255-44a4-b42c-8703319959bc,wendy19@anderson.com,Explorer,75.34.34.71,GET,http://www.fuller.com/main/,406d3a53-bc54-469a-a234-006b39754daf,blog,backgrounder,639df117-496d-4237-9cf8-22db908a56df,8842cbf7-15a2-4846-9203-ff35e665303f,white.com,heart-teach-fly,056dac28-293f-4232-a91f-03431c6f21e4,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),153816e2-a4ef-4119-a87a-55ae8d894028,Ergonomic fresh-thinking moratorium,http://gray.com/wp-content/tags/list/about.php,416c45a2-c502-4df8-8f38-547b4a33a12f,fa93bb7a-ee02-44c8-8396-3f95f6a9353e,Streamline Seamless Functionalities,2133,37,6
6511e98d-8b99-402c-9a57-e0bc34a8955e,21156,/dataserver/query,Succeeded,Permission Denied,2025-03-21T08:31:32,73,887eb657-37a8-45bb-8f02-dc9c60c6a243,lauriebaldwin@gmail.com,Explorer,173.91.157.141,POST,http://vaughn-bray.info/,95a28315-60b0-41b6-8569-c4a5764aec09,list/categories/posts,vizqlserver,802267bf-262d-4af2-ab96-467be9004b33,d433b87a-1627-47aa-87b0-9641fd5209bd,burnett.com,wide-idea-civil,227f9934-5ec1-4afb-b3d3-9b1c9d6a041e,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.0),a17ca1bb-2d15-4c75-9140-e71b537b2dfc,Polarized zero administration hub,https://www.navarro.info/home/,ffa964f0-4eb5-4abb-9d9f-68b7ab1770f0,718e3c02-01b5-4cb7-b287-0afeed0935f8,Repurpose End-To-End Content,8235,31,12
